"","ob_time","hour","day","month","wind_speed","air_temperature","rltv_hum","visibility","Site"
"1","2020-01-01 00:00:00",0,1,1,7,5.4,90.5,NA,1090
"2","2020-01-01 01:00:00",1,1,1,6,6,92.3,NA,1090
"3","2020-01-01 02:00:00",2,1,1,5,5.9,90.7,NA,1090
"4","2020-01-01 03:00:00",3,1,1,5,5.9,90.7,NA,1090
"5","2020-01-01 04:00:00",4,1,1,4,6.1,90.8,NA,1090
"6","2020-01-01 05:00:00",5,1,1,3,5.9,90.7,NA,1090
"7","2020-01-01 06:00:00",6,1,1,6,5.8,90.8,NA,1090
"8","2020-01-01 07:00:00",7,1,1,7,2.7,91.1,NA,1090
"9","2020-01-01 08:00:00",8,1,1,6,3.9,88.2,NA,1090
"10","2020-01-01 09:00:00",9,1,1,8,3,93,NA,1090
"11","2020-01-01 10:00:00",10,1,1,5,4.5,88.5,NA,1090
"12","2020-01-01 11:00:00",11,1,1,5,5.3,85.9,NA,1090
"13","2020-01-01 12:00:00",12,1,1,6,6.4,83.5,NA,1090
"14","2020-01-01 13:00:00",13,1,1,6,6.9,83.8,NA,1090
"15","2020-01-01 14:00:00",14,1,1,5,7,85.3,NA,1090
"16","2020-01-01 15:00:00",15,1,1,7,6.7,86.6,NA,1090
"17","2020-01-01 16:00:00",16,1,1,5,4,86.7,NA,1090
"18","2020-01-01 17:00:00",17,1,1,4,2.9,91.1,NA,1090
"19","2020-01-01 18:00:00",18,1,1,8,4,91.6,NA,1090
"20","2020-01-01 19:00:00",19,1,1,7,4.7,91.9,NA,1090
"21","2020-01-01 20:00:00",20,1,1,9,4.9,90.4,NA,1090
"22","2020-01-01 21:00:00",21,1,1,8,5.6,92.2,NA,1090
"23","2020-01-01 22:00:00",22,1,1,9,6.2,89.3,NA,1090
"24","2020-01-01 23:00:00",23,1,1,8,6.3,89.4,NA,1090
"25","2020-01-02 00:00:00",0,2,1,8,4.6,93.5,NA,1090
"26","2020-01-02 01:00:00",1,2,1,8,4.7,95.2,NA,1090
"27","2020-01-02 02:00:00",2,2,1,8,4.4,93.3,NA,1090
"28","2020-01-02 03:00:00",3,2,1,9,4.4,90.1,NA,1090
"29","2020-01-02 04:00:00",4,2,1,11,4.6,90.2,NA,1090
"30","2020-01-02 05:00:00",5,2,1,10,4.7,88.6,NA,1090
"31","2020-01-02 06:00:00",6,2,1,10,4.3,90,NA,1090
"32","2020-01-02 07:00:00",7,2,1,9,3.9,91.6,NA,1090
"33","2020-01-02 08:00:00",8,2,1,12,4.4,90.1,NA,1090
"34","2020-01-02 09:00:00",9,2,1,13,4.6,90.2,NA,1090
"35","2020-01-02 10:00:00",10,2,1,9,5,90.4,NA,1090
"36","2020-01-02 11:00:00",11,2,1,8,6.6,88,NA,1090
"37","2020-01-02 12:00:00",12,2,1,9,7.3,85.5,NA,1090
"38","2020-01-02 13:00:00",13,2,1,15,9,82.5,NA,1090
"39","2020-01-02 14:00:00",14,2,1,19,9.2,81.4,NA,1090
"40","2020-01-02 15:00:00",15,2,1,14,9.5,80.2,NA,1090
"41","2020-01-02 16:00:00",16,2,1,18,10.1,79.4,NA,1090
"42","2020-01-02 17:00:00",17,2,1,17,9.1,90.6,NA,1090
"43","2020-01-02 18:00:00",18,2,1,14,9.3,93.3,NA,1090
"44","2020-01-02 19:00:00",19,2,1,14,8.8,91.8,NA,1090
"45","2020-01-02 20:00:00",20,2,1,9,8.9,93.2,NA,1090
"46","2020-01-02 21:00:00",21,2,1,20,10.1,87,NA,1090
"47","2020-01-02 22:00:00",22,2,1,17,9.7,89.5,NA,1090
"48","2020-01-02 23:00:00",23,2,1,14,9.1,90.6,NA,1090
"49","2020-01-03 00:00:00",0,3,1,16,9,91.9,NA,1090
"50","2020-01-03 01:00:00",1,3,1,15,8.8,93.1,NA,1090
"51","2020-01-03 02:00:00",2,3,1,13,8.4,95.7,NA,1090
"52","2020-01-03 03:00:00",3,3,1,14,7.6,85.7,NA,1090
"53","2020-01-03 04:00:00",4,3,1,15,7.2,81.2,NA,1090
"54","2020-01-03 05:00:00",5,3,1,15,7,72.6,NA,1090
"55","2020-01-03 06:00:00",6,3,1,9,6.3,76,NA,1090
"56","2020-01-03 07:00:00",7,3,1,7,6.1,78.8,NA,1090
"57","2020-01-03 08:00:00",8,3,1,9,6.5,80.7,NA,1090
"58","2020-01-03 09:00:00",9,3,1,9,6.5,77.8,NA,1090
"59","2020-01-03 10:00:00",10,3,1,11,7.2,75.5,NA,1090
"60","2020-01-03 11:00:00",11,3,1,8,7.5,77.2,NA,1090
"61","2020-01-03 12:00:00",12,3,1,11,7.7,78.8,NA,1090
"62","2020-01-03 13:00:00",13,3,1,13,7.7,77.5,NA,1090
"63","2020-01-03 14:00:00",14,3,1,13,7.7,77.5,NA,1090
"64","2020-01-03 15:00:00",15,3,1,13,7.6,74.5,NA,1090
"65","2020-01-03 16:00:00",16,3,1,14,7.3,78.4,NA,1090
"66","2020-01-03 17:00:00",17,3,1,15,7.2,79.7,NA,1090
"67","2020-01-03 18:00:00",18,3,1,13,7.3,81.2,NA,1090
"68","2020-01-03 19:00:00",19,3,1,13,7.3,82.7,NA,1090
"69","2020-01-03 20:00:00",20,3,1,12,7.7,81.6,NA,1090
"70","2020-01-03 21:00:00",21,3,1,14,7.4,84.2,NA,1090
"71","2020-01-03 22:00:00",22,3,1,14,7.6,84.3,NA,1090
"72","2020-01-03 23:00:00",23,3,1,14,7.2,86.9,NA,1090
"73","2020-01-04 00:00:00",0,4,1,14,7.3,88.4,NA,1090
"74","2020-01-04 01:00:00",1,4,1,15,7.4,88.4,NA,1090
"75","2020-01-04 02:00:00",2,4,1,14,7.4,88.4,NA,1090
"76","2020-01-04 03:00:00",3,4,1,17,7.4,88.4,NA,1090
"77","2020-01-04 04:00:00",4,4,1,18,7.4,87,NA,1090
"78","2020-01-04 05:00:00",5,4,1,18,7.5,85.6,NA,1090
"79","2020-01-04 06:00:00",6,4,1,19,7.7,84.4,NA,1090
"80","2020-01-04 07:00:00",7,4,1,16,7.7,84.4,NA,1090
"81","2020-01-04 08:00:00",8,4,1,15,7.5,85.6,NA,1090
"82","2020-01-04 09:00:00",9,4,1,15,7.5,87.1,NA,1090
"83","2020-01-04 10:00:00",10,4,1,14,7.7,87.2,NA,1090
"84","2020-01-04 11:00:00",11,4,1,14,7.8,87.2,NA,1090
"85","2020-01-04 12:00:00",12,4,1,12,8,85.9,NA,1090
"86","2020-01-04 13:00:00",13,4,1,11,8,88.7,NA,1090
"87","2020-01-04 14:00:00",14,4,1,10,8.2,86,NA,1090
"88","2020-01-04 15:00:00",15,4,1,11,7.7,90,NA,1090
"89","2020-01-04 16:00:00",16,4,1,13,7.3,89.8,NA,1090
"90","2020-01-04 17:00:00",17,4,1,11,7,91.2,NA,1090
"91","2020-01-04 18:00:00",18,4,1,8,7.2,92.7,NA,1090
"92","2020-01-04 19:00:00",19,4,1,9,7.2,92.7,NA,1090
"93","2020-01-04 20:00:00",20,4,1,10,7.2,92.7,NA,1090
"94","2020-01-04 21:00:00",21,4,1,11,7.1,94.2,NA,1090
"95","2020-01-04 22:00:00",22,4,1,9,7,94.1,NA,1090
"96","2020-01-04 23:00:00",23,4,1,10,6.9,92.7,NA,1090
"97","2020-01-05 00:00:00",0,5,1,12,7.5,89.9,NA,1090
"98","2020-01-05 01:00:00",1,5,1,9,6.8,91.1,NA,1090
"99","2020-01-05 02:00:00",2,5,1,8,7.3,91.3,NA,1090
"100","2020-01-05 03:00:00",3,5,1,9,7.4,92.7,NA,1090
"101","2020-01-05 04:00:00",4,5,1,14,7.8,91.4,NA,1090
"102","2020-01-05 05:00:00",5,5,1,12,7.7,92.9,NA,1090
"103","2020-01-05 06:00:00",6,5,1,11,7.6,92.8,NA,1090
"104","2020-01-05 07:00:00",7,5,1,15,7.7,94.3,NA,1090
"105","2020-01-05 08:00:00",8,5,1,15,8,92.9,NA,1090
"106","2020-01-05 09:00:00",9,5,1,14,7.8,95.7,NA,1090
"107","2020-01-05 10:00:00",10,5,1,16,8.3,95.8,NA,1090
"108","2020-01-05 11:00:00",11,5,1,14,8.2,92.9,NA,1090
"109","2020-01-05 12:00:00",12,5,1,15,8.1,93,NA,1090
"110","2020-01-05 13:00:00",13,5,1,16,8.6,91.7,NA,1090
"111","2020-01-05 14:00:00",14,5,1,12,8.6,91.7,NA,1090
"112","2020-01-05 15:00:00",15,5,1,12,8.2,95.8,NA,1090
"113","2020-01-05 16:00:00",16,5,1,17,8.2,97.2,NA,1090
"114","2020-01-05 17:00:00",17,5,1,12,7.7,97.1,NA,1090
"115","2020-01-05 18:00:00",18,5,1,12,7.9,94.3,NA,1090
"116","2020-01-05 19:00:00",19,5,1,12,7.9,92.9,NA,1090
"117","2020-01-05 20:00:00",20,5,1,12,7.9,91.5,NA,1090
"118","2020-01-05 21:00:00",21,5,1,7,7.2,89.8,NA,1090
"119","2020-01-05 22:00:00",22,5,1,10,7.4,89.9,NA,1090
"120","2020-01-05 23:00:00",23,5,1,10,7.1,88.3,NA,1090
"121","2020-01-06 00:00:00",0,6,1,10,6.9,85.3,NA,1090
"122","2020-01-06 01:00:00",1,6,1,12,7.9,81.7,NA,1090
"123","2020-01-06 02:00:00",2,6,1,11,7.7,81.6,NA,1090
"124","2020-01-06 03:00:00",3,6,1,11,7.9,80.3,NA,1090
"125","2020-01-06 04:00:00",4,6,1,15,8.1,79.2,NA,1090
"126","2020-01-06 05:00:00",5,6,1,13,7.9,80.3,NA,1090
"127","2020-01-06 06:00:00",6,6,1,13,8.1,79.2,NA,1090
"128","2020-01-06 07:00:00",7,6,1,17,8.7,77,NA,1090
"129","2020-01-06 08:00:00",8,6,1,13,8.6,76.8,NA,1090
"130","2020-01-06 09:00:00",9,6,1,19,8.8,77.1,NA,1090
"131","2020-01-06 10:00:00",10,6,1,12,9.1,77.3,NA,1090
"132","2020-01-06 11:00:00",11,6,1,19,9.3,72.4,NA,1090
"133","2020-01-06 12:00:00",12,6,1,18,9.2,74.8,NA,1090
"134","2020-01-06 13:00:00",13,6,1,16,8.1,87.4,NA,1090
"135","2020-01-06 14:00:00",14,6,1,17,8.7,86.3,NA,1090
"136","2020-01-06 15:00:00",15,6,1,24,9,86.5,NA,1090
"137","2020-01-06 16:00:00",16,6,1,17,8.3,88.9,NA,1090
"138","2020-01-06 17:00:00",17,6,1,18,8.4,84.8,NA,1090
"139","2020-01-06 18:00:00",18,6,1,18,8.2,86,NA,1090
"140","2020-01-06 19:00:00",19,6,1,17,8.2,84.7,NA,1090
"141","2020-01-06 20:00:00",20,6,1,16,8,81.8,NA,1090
"142","2020-01-06 21:00:00",21,6,1,13,7.9,83.1,NA,1090
"143","2020-01-06 22:00:00",22,6,1,11,7.5,85.6,NA,1090
"144","2020-01-06 23:00:00",23,6,1,10,6.9,88.2,NA,1090
"145","2020-01-07 00:00:00",0,7,1,9,6.3,92.4,NA,1090
"146","2020-01-07 01:00:00",1,7,1,14,6.6,89.5,NA,1090
"147","2020-01-07 02:00:00",2,7,1,13,6.5,86.6,NA,1090
"148","2020-01-07 03:00:00",3,7,1,12,6.1,83.3,NA,1090
"149","2020-01-07 04:00:00",4,7,1,12,6.3,86.4,NA,1090
"150","2020-01-07 05:00:00",5,7,1,12,6.9,83.8,NA,1090
"151","2020-01-07 06:00:00",6,7,1,12,7.1,83.9,NA,1090
"152","2020-01-07 07:00:00",7,7,1,12,7.5,84.3,NA,1090
"153","2020-01-07 08:00:00",8,7,1,12,7.9,83.1,NA,1090
"154","2020-01-07 09:00:00",9,7,1,13,8.3,80.6,NA,1090
"155","2020-01-07 10:00:00",10,7,1,13,8.7,83.6,NA,1090
"156","2020-01-07 11:00:00",11,7,1,14,9.1,83.9,NA,1090
"157","2020-01-07 12:00:00",12,7,1,17,10.5,87.2,NA,1090
"158","2020-01-07 13:00:00",13,7,1,17,12.2,83.3,NA,1090
"159","2020-01-07 14:00:00",14,7,1,13,12,83.2,NA,1090
"160","2020-01-07 15:00:00",15,7,1,17,11.7,86.6,NA,1090
"161","2020-01-07 16:00:00",16,7,1,24,12.1,84.4,NA,1090
"162","2020-01-07 17:00:00",17,7,1,21,11.8,86.6,NA,1090
"163","2020-01-07 18:00:00",18,7,1,20,11.9,84.3,NA,1090
"164","2020-01-07 19:00:00",19,7,1,17,10.7,88.6,NA,1090
"165","2020-01-07 20:00:00",20,7,1,12,10.2,89.6,NA,1090
"166","2020-01-07 21:00:00",21,7,1,22,10.4,89.7,NA,1090
"167","2020-01-07 22:00:00",22,7,1,24,10.5,91,NA,1090
"168","2020-01-07 23:00:00",23,7,1,17,10,93.5,NA,1090
"169","2020-01-08 00:00:00",0,8,1,17,10,93.5,NA,1090
"170","2020-01-08 01:00:00",1,8,1,16,9.4,94.6,NA,1090
"171","2020-01-08 02:00:00",2,8,1,17,9.6,88,NA,1090
"172","2020-01-08 03:00:00",3,8,1,14,9.2,89.3,NA,1090
"173","2020-01-08 04:00:00",4,8,1,12,8.6,89,NA,1090
"174","2020-01-08 05:00:00",5,8,1,11,9,81.2,NA,1090
"175","2020-01-08 06:00:00",6,8,1,10,8.4,76.7,NA,1090
"176","2020-01-08 07:00:00",7,8,1,16,8.3,78,NA,1090
"177","2020-01-08 08:00:00",8,8,1,13,8.1,79.2,NA,1090
"178","2020-01-08 09:00:00",9,8,1,11,8.1,77.8,NA,1090
"179","2020-01-08 10:00:00",10,8,1,11,8.1,73.7,NA,1090
"180","2020-01-08 11:00:00",11,8,1,12,8.1,77.8,NA,1090
"181","2020-01-08 12:00:00",12,8,1,9,8.3,75.3,NA,1090
"182","2020-01-08 13:00:00",13,8,1,8,7.8,81.6,NA,1090
"183","2020-01-08 14:00:00",14,8,1,9,8.3,84.7,NA,1090
"184","2020-01-08 15:00:00",15,8,1,7,7.8,87.2,NA,1090
"185","2020-01-08 16:00:00",16,8,1,8,7,92.6,NA,1090
"186","2020-01-08 17:00:00",17,8,1,9,7.1,92.7,NA,1090
"187","2020-01-08 18:00:00",18,8,1,8,7,91.2,NA,1090
"188","2020-01-08 19:00:00",19,8,1,7,6.6,88,NA,1090
"189","2020-01-08 20:00:00",20,8,1,5,5.6,92.2,NA,1090
"190","2020-01-08 21:00:00",21,8,1,5,5.5,93.8,NA,1090
"191","2020-01-08 22:00:00",22,8,1,8,6.3,89.4,NA,1090
"192","2020-01-08 23:00:00",23,8,1,4,5.7,90.7,NA,1090
"193","2020-01-09 00:00:00",0,9,1,11,5.7,92.2,NA,1090
"194","2020-01-09 01:00:00",1,9,1,12,4.7,91.9,NA,1090
"195","2020-01-09 02:00:00",2,9,1,13,4.1,95,NA,1090
"196","2020-01-09 03:00:00",3,9,1,15,4.1,93.3,NA,1090
"197","2020-01-09 04:00:00",4,9,1,20,5.3,92,NA,1090
"198","2020-01-09 05:00:00",5,9,1,11,6.4,95.4,NA,1090
"199","2020-01-09 06:00:00",6,9,1,9,7.6,97.1,NA,1090
"200","2020-01-09 07:00:00",7,9,1,12,8.5,93.1,NA,1090
"201","2020-01-09 08:00:00",8,9,1,18,8.3,91.6,NA,1090
"202","2020-01-09 09:00:00",9,9,1,18,5.8,95.3,NA,1090
"203","2020-01-09 10:00:00",10,9,1,16,5.6,84.4,NA,1090
"204","2020-01-09 11:00:00",11,9,1,18,5.2,84.2,NA,1090
"205","2020-01-09 12:00:00",12,9,1,15,5.1,82.5,NA,1090
"206","2020-01-09 13:00:00",13,9,1,14,5.1,84.1,NA,1090
"207","2020-01-09 14:00:00",14,9,1,10,5.1,84.1,NA,1090
"208","2020-01-09 15:00:00",15,9,1,7,5.4,84.4,NA,1090
"209","2020-01-09 16:00:00",16,9,1,8,4.9,85.6,NA,1090
"210","2020-01-09 17:00:00",17,9,1,5,5,92,NA,1090
"211","2020-01-09 18:00:00",18,9,1,4,4.9,90.4,NA,1090
"212","2020-01-09 19:00:00",19,9,1,3,4.7,88.6,NA,1090
"213","2020-01-09 20:00:00",20,9,1,5,5.3,85.9,NA,1090
"214","2020-01-09 21:00:00",21,9,1,7,5.5,81.4,NA,1090
"215","2020-01-09 22:00:00",22,9,1,7,5.8,80.2,NA,1090
"216","2020-01-09 23:00:00",23,9,1,8,5.8,81.6,NA,1090
"217","2020-01-10 00:00:00",0,10,1,6,5.1,77.8,NA,1090
"218","2020-01-10 01:00:00",1,10,1,4,3.7,83.2,NA,1090
"219","2020-01-10 02:00:00",2,10,1,5,4.3,85.2,NA,1090
"220","2020-01-10 03:00:00",3,10,1,7,4.8,84,NA,1090
"221","2020-01-10 04:00:00",4,10,1,5,4.6,83.8,NA,1090
"222","2020-01-10 05:00:00",5,10,1,3,3.7,88.2,NA,1090
"223","2020-01-10 06:00:00",6,10,1,2,1.8,90.7,NA,1090
"224","2020-01-10 07:00:00",7,10,1,2,0.3,92,NA,1090
"225","2020-01-10 08:00:00",8,10,1,2,0.8,94.3,NA,1090
"226","2020-01-10 09:00:00",9,10,1,2,1.4,94.4,NA,1090
"227","2020-01-10 10:00:00",10,10,1,2,2.5,96.4,NA,1090
"228","2020-01-10 11:00:00",11,10,1,6,7.4,91.3,NA,1090
"229","2020-01-10 12:00:00",12,10,1,8,7.9,84.4,NA,1090
"230","2020-01-10 13:00:00",13,10,1,10,7.7,83,NA,1090
"231","2020-01-10 14:00:00",14,10,1,11,7.6,83,NA,1090
"232","2020-01-10 15:00:00",15,10,1,10,7,81,NA,1090
"233","2020-01-10 16:00:00",16,10,1,11,6.3,79,NA,1090
"234","2020-01-10 17:00:00",17,10,1,11,6.2,80.4,NA,1090
"235","2020-01-10 18:00:00",18,10,1,12,6.1,74.4,NA,1090
"236","2020-01-10 19:00:00",19,10,1,10,5.6,76.8,NA,1090
"237","2020-01-10 20:00:00",20,10,1,11,5.8,77.1,NA,1090
"238","2020-01-10 21:00:00",21,10,1,13,6.9,82.4,NA,1090
"239","2020-01-10 22:00:00",22,10,1,16,8,81.8,NA,1090
"240","2020-01-10 23:00:00",23,10,1,19,8.3,82,NA,1090
"241","2020-01-11 00:00:00",0,11,1,18,8.7,81,NA,1090
"242","2020-01-11 01:00:00",1,11,1,18,9,81.2,NA,1090
"243","2020-01-11 02:00:00",2,11,1,18,9.4,81.4,NA,1090
"244","2020-01-11 03:00:00",3,11,1,19,9.5,80.2,NA,1090
"245","2020-01-11 04:00:00",4,11,1,22,9.8,80.4,NA,1090
"246","2020-01-11 05:00:00",5,11,1,18,9.3,82.7,NA,1090
"247","2020-01-11 06:00:00",6,11,1,25,9.3,85.3,NA,1090
"248","2020-01-11 07:00:00",7,11,1,23,9.6,82.9,NA,1090
"249","2020-01-11 08:00:00",8,11,1,22,9.9,84.3,NA,1090
"250","2020-01-11 09:00:00",9,11,1,25,10.1,84.5,NA,1090
"251","2020-01-11 10:00:00",10,11,1,23,10.6,82.3,NA,1090
"252","2020-01-11 11:00:00",11,11,1,23,10.8,82.4,NA,1090
"253","2020-01-11 12:00:00",12,11,1,23,11.2,82.6,NA,1090
"254","2020-01-11 13:00:00",13,11,1,23,10.9,83.7,NA,1090
"255","2020-01-11 14:00:00",14,11,1,20,10.8,84.9,NA,1090
"256","2020-01-11 15:00:00",15,11,1,16,10.3,85.9,NA,1090
"257","2020-01-11 16:00:00",16,11,1,22,10.6,82.3,NA,1090
"258","2020-01-11 17:00:00",17,11,1,11,8.9,95.9,NA,1090
"259","2020-01-11 18:00:00",18,11,1,11,8.6,95.8,NA,1090
"260","2020-01-11 19:00:00",19,11,1,10,8.3,95.8,NA,1090
"261","2020-01-11 20:00:00",20,11,1,13,8.3,97.2,NA,1090
"262","2020-01-11 21:00:00",21,11,1,15,8.4,94.4,NA,1090
"263","2020-01-11 22:00:00",22,11,1,18,8.3,94.4,NA,1090
"264","2020-01-11 23:00:00",23,11,1,12,7.9,94.3,NA,1090
"265","2020-01-12 00:00:00",0,12,1,7,7.9,94.3,NA,1090
"266","2020-01-12 01:00:00",1,12,1,6,8.1,94.4,NA,1090
"267","2020-01-12 02:00:00",2,12,1,8,8,95.7,NA,1090
"268","2020-01-12 03:00:00",3,12,1,9,8,95.7,NA,1090
"269","2020-01-12 04:00:00",4,12,1,7,7.3,95.6,NA,1090
"270","2020-01-12 05:00:00",5,12,1,5,7.2,95.6,NA,1090
"271","2020-01-12 06:00:00",6,12,1,5,7.4,97.1,NA,1090
"272","2020-01-12 07:00:00",7,12,1,6,7.4,95.6,NA,1090
"273","2020-01-12 08:00:00",8,12,1,10,7.6,97.1,NA,1090
"274","2020-01-12 09:00:00",9,12,1,7,6.5,94,NA,1090
"275","2020-01-12 10:00:00",10,12,1,8,6.4,92.4,NA,1090
"276","2020-01-12 11:00:00",11,12,1,13,7.5,87.1,NA,1090
"277","2020-01-12 12:00:00",12,12,1,16,7.8,81.6,NA,1090
"278","2020-01-12 13:00:00",13,12,1,14,8.2,79.2,NA,1090
"279","2020-01-12 14:00:00",14,12,1,12,8,79,NA,1090
"280","2020-01-12 15:00:00",15,12,1,12,7.7,80.2,NA,1090
"281","2020-01-12 16:00:00",16,12,1,10,6.9,85.3,NA,1090
"282","2020-01-12 17:00:00",17,12,1,11,6.1,86.3,NA,1090
"283","2020-01-12 18:00:00",18,12,1,10,6,87.8,NA,1090
"284","2020-01-12 19:00:00",19,12,1,12,5.9,89.2,NA,1090
"285","2020-01-12 20:00:00",20,12,1,10,5.2,92,NA,1090
"286","2020-01-12 21:00:00",21,12,1,9,5.4,89,NA,1090
"287","2020-01-12 22:00:00",22,12,1,11,5.2,87.3,NA,1090
"288","2020-01-12 23:00:00",23,12,1,11,5.6,87.5,NA,1090
"289","2020-01-13 00:00:00",0,13,1,11,5.6,87.5,NA,1090
"290","2020-01-13 01:00:00",1,13,1,12,5.5,89,NA,1090
"291","2020-01-13 02:00:00",2,13,1,12,5,88.8,NA,1090
"292","2020-01-13 03:00:00",3,13,1,14,4.9,87.2,NA,1090
"293","2020-01-13 04:00:00",4,13,1,10,4,90,NA,1090
"294","2020-01-13 05:00:00",5,13,1,12,4.9,88.8,NA,1090
"295","2020-01-13 06:00:00",6,13,1,11,3.9,91.6,NA,1090
"296","2020-01-13 07:00:00",7,13,1,12,3.5,91.5,NA,1090
"297","2020-01-13 08:00:00",8,13,1,14,3.6,91.4,NA,1090
"298","2020-01-13 09:00:00",9,13,1,12,3.9,91.6,NA,1090
"299","2020-01-13 10:00:00",10,13,1,15,5,90.4,NA,1090
"300","2020-01-13 11:00:00",11,13,1,19,5.9,86.2,NA,1090
"301","2020-01-13 12:00:00",12,13,1,19,6,86.3,NA,1090
"302","2020-01-13 13:00:00",13,13,1,22,7.6,81.5,NA,1090
"303","2020-01-13 14:00:00",14,13,1,21,8,83.1,NA,1090
"304","2020-01-13 15:00:00",15,13,1,23,7.8,87.2,NA,1090
"305","2020-01-13 16:00:00",16,13,1,22,7.8,88.6,NA,1090
"306","2020-01-13 17:00:00",17,13,1,25,6.4,89.4,NA,1090
"307","2020-01-13 18:00:00",18,13,1,21,6.1,87.8,NA,1090
"308","2020-01-13 19:00:00",19,13,1,18,6.8,85.2,NA,1090
"309","2020-01-13 20:00:00",20,13,1,24,7.9,79,NA,1090
"310","2020-01-13 21:00:00",21,13,1,27,8.1,71,NA,1090
"311","2020-01-13 22:00:00",22,13,1,25,7.8,72,NA,1090
"312","2020-01-13 23:00:00",23,13,1,20,7.8,76.1,NA,1090
"313","2020-01-14 00:00:00",0,14,1,25,7.9,72.1,NA,1090
"314","2020-01-14 01:00:00",1,14,1,21,7.7,74.7,NA,1090
"315","2020-01-14 02:00:00",2,14,1,22,7.4,70.2,NA,1090
"316","2020-01-14 03:00:00",3,14,1,19,7.1,67,NA,1090
"317","2020-01-14 04:00:00",4,14,1,19,7.3,71.5,NA,1090
"318","2020-01-14 05:00:00",5,14,1,14,6.4,77.5,NA,1090
"319","2020-01-14 06:00:00",6,14,1,14,5.3,79.6,NA,1090
"320","2020-01-14 07:00:00",7,14,1,17,5.2,82.6,NA,1090
"321","2020-01-14 08:00:00",8,14,1,16,5.6,85.9,NA,1090
"322","2020-01-14 09:00:00",9,14,1,14,5.2,85.8,NA,1090
"323","2020-01-14 10:00:00",10,14,1,16,6.1,83.3,NA,1090
"324","2020-01-14 11:00:00",11,14,1,12,5.8,90.8,NA,1090
"325","2020-01-14 12:00:00",12,14,1,11,6,92.3,NA,1090
"326","2020-01-14 13:00:00",13,14,1,11,6.3,93.9,NA,1090
"327","2020-01-14 14:00:00",14,14,1,6,6.1,95.3,NA,1090
"328","2020-01-14 15:00:00",15,14,1,3,6.3,97,NA,1090
"329","2020-01-14 16:00:00",16,14,1,11,6.2,95.5,NA,1090
"330","2020-01-14 17:00:00",17,14,1,8,6,95.4,NA,1090
"331","2020-01-14 18:00:00",18,14,1,10,6.1,92.4,NA,1090
"332","2020-01-14 19:00:00",19,14,1,16,6.7,94,NA,1090
"333","2020-01-14 20:00:00",20,14,1,15,6.9,91.2,NA,1090
"334","2020-01-14 21:00:00",21,14,1,18,6.7,83.7,NA,1090
"335","2020-01-14 22:00:00",22,14,1,18,6.5,82.1,NA,1090
"336","2020-01-14 23:00:00",23,14,1,17,6.8,80.9,NA,1090
"337","2020-01-15 00:00:00",0,15,1,16,6.9,76.7,NA,1090
"338","2020-01-15 01:00:00",1,15,1,17,6.9,75.3,NA,1090
"339","2020-01-15 02:00:00",2,15,1,15,7.2,78.3,NA,1090
"340","2020-01-15 03:00:00",3,15,1,19,6.5,82.1,NA,1090
"341","2020-01-15 04:00:00",4,15,1,21,6.9,75.3,NA,1090
"342","2020-01-15 05:00:00",5,15,1,16,6.6,76.4,NA,1090
"343","2020-01-15 06:00:00",6,15,1,18,6.7,76.5,NA,1090
"344","2020-01-15 07:00:00",7,15,1,17,6.9,76.7,NA,1090
"345","2020-01-15 08:00:00",8,15,1,18,6.5,77.8,NA,1090
"346","2020-01-15 09:00:00",9,15,1,18,7.1,76.8,NA,1090
"347","2020-01-15 10:00:00",10,15,1,19,7.4,74.4,NA,1090
"348","2020-01-15 11:00:00",11,15,1,19,7.9,76.2,NA,1090
"349","2020-01-15 12:00:00",12,15,1,21,8.3,72.6,NA,1090
"350","2020-01-15 13:00:00",13,15,1,20,8.5,72.8,NA,1090
"351","2020-01-15 14:00:00",14,15,1,22,8.5,72.8,NA,1090
"352","2020-01-15 15:00:00",15,15,1,22,8.2,73.8,NA,1090
"353","2020-01-15 16:00:00",16,15,1,21,7.8,76.1,NA,1090
"354","2020-01-15 17:00:00",17,15,1,18,7.5,77.2,NA,1090
"355","2020-01-15 18:00:00",18,15,1,18,7.4,79.9,NA,1090
"356","2020-01-15 19:00:00",19,15,1,17,7.6,80.1,NA,1090
"357","2020-01-15 20:00:00",20,15,1,15,7.5,82.8,NA,1090
"358","2020-01-15 21:00:00",21,15,1,17,7,82.4,NA,1090
"359","2020-01-15 22:00:00",22,15,1,15,7,83.9,NA,1090
"360","2020-01-15 23:00:00",23,15,1,10,6.4,86.4,NA,1090
"361","2020-01-16 00:00:00",0,16,1,9,5.8,86.1,NA,1090
"362","2020-01-16 01:00:00",1,16,1,11,5.6,83,NA,1090
"363","2020-01-16 02:00:00",2,16,1,8,5.7,86,NA,1090
"364","2020-01-16 03:00:00",3,16,1,14,6.4,83.5,NA,1090
"365","2020-01-16 04:00:00",4,16,1,11,5.3,88.9,NA,1090
"366","2020-01-16 05:00:00",5,16,1,12,5.6,89,NA,1090
"367","2020-01-16 06:00:00",6,16,1,13,5.3,87.4,NA,1090
"368","2020-01-16 07:00:00",7,16,1,14,6.2,86.4,NA,1090
"369","2020-01-16 08:00:00",8,16,1,15,6.7,86.6,NA,1090
"370","2020-01-16 09:00:00",9,16,1,13,7.3,85.5,NA,1090
"371","2020-01-16 10:00:00",10,16,1,16,7.6,83,NA,1090
